	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d
	ANALOG TIME	FP	FP	FP	FP	FP	FP	FP-L	FP-L	FP-L	FP-L	FP-L	FFP-R	FFP-R	FFP-R	FFP-R	FFP-R
	FRAME NUMBERS	FORCE	FORCE	FORCE	COFP	COFP	FREEMOMENT	FORCE	FORCE	FORCE	COFP	COFP	FORCE	FORCE	FORCE	COFP	COFP
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	0	Z	X	Y	X	Y	Z	Z	X	Y	X	Y	Z	X	Y	X	Y
391	0.391	668.2948	19.2683	36.3872	0.6256	1.2272	2.3266	668.2948	36.3872	19.2683	0.6256	1.2272	0	0	0		
392	0.392	667.7341	19.3092	35.9232	0.6256	1.2261	2.3059	667.7341	35.9232	19.3092	0.6256	1.2261	0	0	0		
393	0.393	667.2026	19.3779	35.4631	0.6257	1.2251	2.2833	667.2026	35.4631	19.3779	0.6257	1.2251	0	0	0		
394	0.394	666.7013	19.4727	35.0069	0.6258	1.224	2.259	666.7013	35.0069	19.4727	0.6258	1.224	0	0	0		
395	0.395	666.2311	19.5916	34.5542	0.6258	1.223	2.2332	666.2311	34.5542	19.5916	0.6258	1.223	0	0	0		
396	0.396	665.7928	19.7315	34.1045	0.6258	1.2219	2.2061	665.7928	34.1045	19.7315	0.6258	1.2219	0	0	0		
397	0.397	665.3874	19.8891	33.6573	0.6259	1.2209	2.178	665.3874	33.6573	19.8891	0.6259	1.2209	0	0	0		
398	0.398	665.0156	20.0607	33.2122	0.6259	1.2198	2.1494	665.0156	33.2122	20.0607	0.6259	1.2198	0	0	0		
399	0.399	664.6781	20.2423	32.7686	0.6259	1.2188	2.1207	664.6781	32.7686	20.2423	0.6259	1.2188	0	0	0		
400	0.4	664.3757	20.4296	32.3258	0.6259	1.2177	2.0924	664.3757	32.3258	20.4296	0.6259	1.2177	0	0	0		
401	0.401	664.1092	20.6186	31.8834	0.6259	1.2166	2.0652	664.1092	31.8834	20.6186	0.6259	1.2166	0	0	0		
402	0.402	663.8792	20.805	31.4409	0.6259	1.2155	2.0394	663.8792	31.4409	20.805	0.6259	1.2155	0	0	0		
403	0.403	663.6865	20.985	30.9982	0.6259	1.2145	2.0158	663.6865	30.9982	20.985	0.6259	1.2145	0	0	0		
404	0.404	663.5319	21.1551	30.555	0.6259	1.2134	1.9948	663.5319	30.555	21.1551	0.6259	1.2134	0	0	0		
405	0.405	663.4159	21.3122	30.1114	0.6259	1.2123	1.9769	663.4159	30.1114	21.3122	0.6259	1.2123	0	0	0		
406	0.406	663.3394	21.4539	29.6675	0.6259	1.2112	1.9624	663.3394	29.6675	21.4539	0.6259	1.2112	0	0	0		
407	0.407	663.3028	21.5781	29.2237	0.6259	1.2101	1.9518	663.3028	29.2237	21.5781	0.6259	1.2101	0	0	0		
408	0.408	663.3069	21.6836	28.7805	0.6259	1.209	1.9453	663.3069	28.7805	21.6836	0.6259	1.209	0	0	0		
409	0.409	663.352	21.7699	28.3385	0.6259	1.2078	1.9429	663.352	28.3385	21.7699	0.6259	1.2078	0	0	0		
410	0.41	663.4387	21.8371	27.8985	0.6259	1.2067	1.9446	663.4387	27.8985	21.8371	0.6259	1.2067	0	0	0		
411	0.411	663.5671	21.886	27.4614	0.6259	1.2056	1.9503	663.5671	27.4614	21.886	0.6259	1.2056	0	0	0		
412	0.412	663.7374	21.9183	27.0281	0.6258	1.2045	1.9597	663.7374	27.0281	21.9183	0.6258	1.2045	0	0	0		
413	0.413	663.9496	21.9361	26.5995	0.6258	1.2034	1.9725	663.9496	26.5995	21.9361	0.6258	1.2034	0	0	0		
414	0.414	664.2034	21.942	26.1766	0.6258	1.2024	1.9882	664.2034	26.1766	21.942	0.6258	1.2024	0	0	0		
415	0.415	664.4985	21.9392	25.7603	0.6258	1.2013	2.0061	664.4985	25.7603	21.9392	0.6258	1.2013	0	0	0		
416	0.416	664.8341	21.9312	25.3513	0.6258	1.2002	2.0255	664.8341	25.3513	21.9312	0.6258	1.2002	0	0	0		
417	0.417	665.2095	21.9218	24.9502	0.6258	1.1991	2.0458	665.2095	24.9502	21.9218	0.6258	1.1991	0	0	0		
418	0.418	665.6236	21.9148	24.5577	0.6258	1.1981	2.0661	665.6236	24.5577	21.9148	0.6258	1.1981	0	0	0		
419	0.419	666.0751	21.914	24.174	0.6257	1.197	2.0855	666.0751	24.174	21.914	0.6257	1.197	0	0	0		
420	0.42	666.5624	21.9234	23.7993	0.6257	1.196	2.1033	666.5624	23.7993	21.9234	0.6257	1.196	0	0	0		
421	0.421	667.0839	21.9462	23.4336	0.6257	1.195	2.1187	667.0839	23.4336	21.9462	0.6257	1.195	0	0	0		
422	0.422	667.6378	21.9858	23.0767	0.6257	1.194	2.1309	667.6378	23.0767	21.9858	0.6257	1.194	0	0	0		
423	0.423	668.2219	22.0448	22.7282	0.6257	1.193	2.1392	668.2219	22.7282	22.0448	0.6257	1.193	0	0	0		
424	0.424	668.8344	22.1253	22.3876	0.6256	1.192	2.1432	668.8344	22.3876	22.1253	0.6256	1.192	0	0	0		
425	0.425	669.4729	22.2289	22.054	0.6256	1.191	2.1423	669.4729	22.054	22.2289	0.6256	1.191	0	0	0		
426	0.426	670.1353	22.3566	21.7268	0.6256	1.19	2.1362	670.1353	21.7268	22.3566	0.6256	1.19	0	0	0		
427	0.427	670.8196	22.5084	21.4051	0.6256	1.189	2.1246	670.8196	21.4051	22.5084	0.6256	1.189	0	0	0		
428	0.428	671.5236	22.6838	21.0877	0.6256	1.188	2.1076	671.5236	21.0877	22.6838	0.6256	1.188	0	0	0		
429	0.429	672.2455	22.8818	20.7739	0.6256	1.187	2.0852	672.2455	20.7739	22.8818	0.6256	1.187	0	0	0		
430	0.43	672.9835	23.1002	20.4625	0.6255	1.186	2.0576	672.9835	20.4625	23.1002	0.6255	1.186	0	0	0		
431	0.431	673.736	23.3368	20.1526	0.6255	1.185	2.025	673.736	20.1526	23.3368	0.6255	1.185	0	0	0		
432	0.432	674.5018	23.5884	19.8434	0.6255	1.184	1.9881	674.5018	19.8434	23.5884	0.6255	1.184	0	0	0		
433	0.433	675.2797	23.8515	19.534	0.6255	1.183	1.9472	675.2797	19.534	23.8515	0.6255	1.183	0	0	0		
434	0.434	676.0689	24.1222	19.2238	0.6255	1.182	1.9031	676.0689	19.2238	24.1222	0.6255	1.182	0	0	0		
435	0.435	676.869	24.3965	18.9122	0.6255	1.181	1.8565	676.869	18.9122	24.3965	0.6255	1.181	0	0	0		
436	0.436	677.6797	24.67	18.5988	0.6255	1.18	1.808	677.6797	18.5988	24.67	0.6255	1.18	0	0	0		
437	0.437	678.5011	24.9386	18.2833	0.6255	1.179	1.7585	678.5011	18.2833	24.9386	0.6255	1.179	0	0	0		
438	0.438	679.3336	25.1979	17.9655	0.6255	1.1779	1.7088	679.3336	17.9655	25.1979	0.6255	1.1779	0	0	0		
439	0.439	680.1776	25.4441	17.6455	0.6255	1.1769	1.6596	680.1776	17.6455	25.4441	0.6255	1.1769	0	0	0		
440	0.44	681.034	25.6735	17.3233	0.6255	1.1759	1.6115	681.034	17.3233	25.6735	0.6255	1.1759	0	0	0		
441	0.441	681.9038	25.8828	16.9991	0.6255	1.1749	1.5654	681.9038	16.9991	25.8828	0.6255	1.1749	0	0	0		
442	0.442	682.788	26.0695	16.6732	0.6255	1.1739	1.5217	682.788	16.6732	26.0695	0.6255	1.1739	0	0	0		
443	0.443	683.688	26.2313	16.3458	0.6255	1.1728	1.4808	683.688	16.3458	26.2313	0.6255	1.1728	0	0	0		
444	0.444	684.6049	26.3669	16.0173	0.6256	1.1718	1.4432	684.6049	16.0173	26.3669	0.6256	1.1718	0	0	0		
445	0.445	685.5401	26.4754	15.6879	0.6256	1.1708	1.4091	685.5401	15.6879	26.4754	0.6256	1.1708	0	0	0		
446	0.446	686.495	26.5568	15.358	0.6256	1.1698	1.3785	686.495	15.358	26.5568	0.6256	1.1698	0	0	0		
447	0.447	687.4707	26.6117	15.0276	0.6256	1.1688	1.3513	687.4707	15.0276	26.6117	0.6256	1.1688	0	0	0		
448	0.448	688.4685	26.6413	14.697	0.6256	1.1679	1.3274	688.4685	14.697	26.6413	0.6256	1.1679	0	0	0		
449	0.449	689.4893	26.6477	14.3661	0.6256	1.1669	1.3065	689.4893	14.3661	26.6477	0.6256	1.1669	0	0	0		
450	0.45	690.534	26.6333	14.0349	0.6256	1.1659	1.2879	690.534	14.0349	26.6333	0.6256	1.1659	0	0	0		
451	0.451	691.6034	26.6011	13.7031	0.6256	1.165	1.2713	691.6034	13.7031	26.6011	0.6256	1.165	0	0	0		
452	0.452	692.6981	26.5546	13.3706	0.6255	1.164	1.2558	692.6981	13.3706	26.5546	0.6255	1.164	0	0	0		
453	0.453	693.8184	26.4975	13.0369	0.6255	1.1631	1.2406	693.8184	13.0369	26.4975	0.6255	1.1631	0	0	0		
454	0.454	694.9645	26.4337	12.7015	0.6255	1.1621	1.225	694.9645	12.7015	26.4337	0.6255	1.1621	0	0	0		
455	0.455	696.1366	26.3672	12.364	0.6255	1.1612	1.2079	696.1366	12.364	26.3672	0.6255	1.1612	0	0	0		
456	0.456	697.3345	26.3021	12.0238	0.6255	1.1602	1.1884	697.3345	12.0238	26.3021	0.6255	1.1602	0	0	0		
457	0.457	698.5579	26.242	11.6803	0.6255	1.1593	1.1656	698.5579	11.6803	26.242	0.6255	1.1593	0	0	0		
458	0.458	699.8065	26.1907	11.3329	0.6254	1.1583	1.1385	699.8065	11.3329	26.1907	0.6254	1.1583	0	0	0		
459	0.459	701.0799	26.1513	10.981	0.6254	1.1573	1.1064	701.0799	10.981	26.1513	0.6254	1.1573	0	0	0		
460	0.46	702.3773	26.1265	10.624	0.6254	1.1564	1.0683	702.3773	10.624	26.1265	0.6254	1.1564	0	0	0		
461	0.461	703.6983	26.1186	10.2615	0.6253	1.1554	1.0236	703.6983	10.2615	26.1186	0.6253	1.1554	0	0	0		
462	0.462	705.0422	26.1292	9.8928	0.6253	1.1544	0.9718	705.0422	9.8928	26.1292	0.6253	1.1544	0	0	0		
463	0.463	706.4081	26.1593	9.5175	0.6253	1.1534	0.9124	706.4081	9.5175	26.1593	0.6253	1.1534	0	0	0		
464	0.464	707.7955	26.2092	9.1351	0.6253	1.1524	0.8452	707.7955	9.1351	26.2092	0.6253	1.1524	0	0	0		
465	0.465	709.2036	26.2785	8.7454	0.6252	1.1513	0.7702	709.2036	8.7454	26.2785	0.6252	1.1513	0	0	0		
466	0.466	710.6317	26.3663	8.3477	0.6252	1.1503	0.6875	710.6317	8.3477	26.3663	0.6252	1.1503	0	0	0		
467	0.467	712.0792	26.471	7.9419	0.6252	1.1492	0.5975	712.0792	7.9419	26.471	0.6252	1.1492	0	0	0		
468	0.468	713.5454	26.5904	7.5276	0.6251	1.1481	0.5007	713.5454	7.5276	26.5904	0.6251	1.1481	0	0	0		
469	0.469	715.0297	26.7219	7.1045	0.6251	1.147	0.3979	715.0297	7.1045	26.7219	0.6251	1.147	0	0	0		
470	0.47	716.5315	26.8623	6.6723	0.6251	1.1459	0.29	716.5315	6.6723	26.8623	0.6251	1.1459	0	0	0		
471	0.471	718.0503	27.0085	6.2308	0.6251	1.1448	0.1782	718.0503	6.2308	27.0085	0.6251	1.1448	0	0	0		
472	0.472	719.5855	27.1567	5.7797	0.6251	1.1437	0.0635	719.5855	5.7797	27.1567	0.6251	1.1437	0	0	0		
473	0.473	721.1367	27.3035	5.3188	0.6251	1.1425	-0.0525	721.1367	5.3188	27.3035	0.6251	1.1425	0	0	0		
474	0.474	722.7033	27.4451	4.8479	0.6251	1.1414	-0.1685	722.7033	4.8479	27.4451	0.6251	1.1414	0	0	0		
475	0.475	724.2847	27.5783	4.367	0.6251	1.1402	-0.2829	724.2847	4.367	27.5783	0.6251	1.1402	0	0	0		
476	0.476	725.8805	27.6999	3.8759	0.6251	1.1391	-0.3942	725.8805	3.8759	27.6999	0.6251	1.1391	0	0	0		
477	0.477	727.49	27.807	3.3745	0.6251	1.1379	-0.5011	727.49	3.3745	27.807	0.6251	1.1379	0	0	0		
478	0.478	729.1127	27.8975	2.863	0.6252	1.1368	-0.602	729.1127	2.863	27.8975	0.6252	1.1368	0	0	0		
479	0.479	730.7477	27.9695	2.3412	0.6252	1.1356	-0.6958	730.7477	2.3412	27.9695	0.6252	1.1356	0	0	0		
480	0.48	732.3944	28.022	1.8094	0.6252	1.1344	-0.7812	732.3944	1.8094	28.022	0.6252	1.1344	0	0	0		
481	0.481	734.0521	28.0544	1.2676	0.6253	1.1333	-0.8574	734.0521	1.2676	28.0544	0.6253	1.1333	0	0	0		
482	0.482	735.7197	28.067	0.7162	0.6253	1.1321	-0.9237	735.7197	0.7162	28.067	0.6253	1.1321	0	0	0		
483	0.483	737.3965	28.0607	0.1552	0.6254	1.1309	-0.9795	737.3965	0.1552	28.0607	0.6254	1.1309	0	0	0		
484	0.484	739.0814	28.0371	-0.415	0.6254	1.1298	-1.0248	739.0814	-0.415	28.0371	0.6254	1.1298	0	0	0		
485	0.485	740.7735	27.9983	-0.9941	0.6255	1.1286	-1.0595	740.7735	-0.9941	27.9983	0.6255	1.1286	0	0	0		
486	0.486	742.4718	27.9472	-1.5818	0.6256	1.1274	-1.084	742.4718	-1.5818	27.9472	0.6256	1.1274	0	0	0		
487	0.487	744.1754	27.887	-2.1779	0.6257	1.1263	-1.099	744.1754	-2.1779	27.887	0.6257	1.1263	0	0	0		
488	0.488	745.8832	27.8214	-2.7821	0.6258	1.1251	-1.1054	745.8832	-2.7821	27.8214	0.6258	1.1251	0	0	0		
489	0.489	747.5943	27.7543	-3.3939	0.6258	1.124	-1.1042	747.5943	-3.3939	27.7543	0.6258	1.124	0	0	0		
490	0.49	749.308	27.6898	-4.0134	0.6259	1.1228	-1.0968	749.308	-4.0134	27.6898	0.6259	1.1228	0	0	0		
491	0.491	751.0235	27.6321	-4.64	0.626	1.1217	-1.0847	751.0235	-4.64	27.6321	0.626	1.1217	0	0	0		
492	0.492	752.7401	27.5852	-5.2738	0.6261	1.1206	-1.0695	752.7401	-5.2738	27.5852	0.6261	1.1206	0	0	0		
493	0.493	754.4573	27.5531	-5.9146	0.6262	1.1194	-1.0527	754.4573	-5.9146	27.5531	0.6262	1.1194	0	0	0		
494	0.494	756.1747	27.5393	-6.5622	0.6263	1.1183	-1.0361	756.1747	-6.5622	27.5393	0.6263	1.1183	0	0	0		
495	0.495	757.8922	27.5468	-7.2166	0.6264	1.1172	-1.0213	757.8922	-7.2166	27.5468	0.6264	1.1172	0	0	0		
496	0.496	759.6096	27.5782	-7.8778	0.6265	1.1161	-1.0098	759.6096	-7.8778	27.5782	0.6265	1.1161	0	0	0		
497	0.497	761.3271	27.6354	-8.5457	0.6266	1.115	-1.0029	761.3271	-8.5457	27.6354	0.6266	1.115	0	0	0		
498	0.498	763.0448	27.7197	-9.2204	0.6267	1.1139	-1.0019	763.0448	-9.2204	27.7197	0.6267	1.1139	0	0	0		
499	0.499	764.7632	27.8316	-9.902	0.6268	1.1128	-1.0077	764.7632	-9.902	27.8316	0.6268	1.1128	0	0	0		
500	0.5	766.4827	27.9707	-10.5905	0.6269	1.1117	-1.021	766.4827	-10.5905	27.9707	0.6269	1.1117	0	0	0		
501	0.501	768.2042	28.1361	-11.2861	0.6269	1.1106	-1.042	768.2042	-11.2861	28.1361	0.6269	1.1106	0	0	0		
502	0.502	769.9285	28.3259	-11.9888	0.627	1.1095	-1.0709	769.9285	-11.9888	28.3259	0.627	1.1095	0	0	0		
503	0.503	771.6564	28.5377	-12.6987	0.6271	1.1084	-1.1074	771.6564	-12.6987	28.5377	0.6271	1.1084	0	0	0		
504	0.504	773.389	28.7686	-13.4159	0.6272	1.1073	-1.151	773.389	-13.4159	28.7686	0.6272	1.1073	0	0	0		
505	0.505	775.1274	29.0147	-14.1405	0.6273	1.1063	-1.2006	775.1274	-14.1405	29.0147	0.6273	1.1063	0	0	0		
506	0.506	776.873	29.2723	-14.8725	0.6274	1.1052	-1.2552	776.873	-14.8725	29.2723	0.6274	1.1052	0	0	0		
507	0.507	778.6269	29.5369	-15.6121	0.6274	1.1042	-1.3133	778.6269	-15.6121	29.5369	0.6274	1.1042	0	0	0		
508	0.508	780.3905	29.8041	-16.3591	0.6275	1.1031	-1.3735	780.3905	-16.3591	29.8041	0.6275	1.1031	0	0	0		
509	0.509	782.165	30.0693	-17.1136	0.6276	1.1021	-1.4339	782.165	-17.1136	30.0693	0.6276	1.1021	0	0	0		
510	0.51	783.9519	30.3281	-17.8756	0.6277	1.101	-1.4928	783.9519	-17.8756	30.3281	0.6277	1.101	0	0	0		
511	0.511	785.7525	30.5764	-18.645	0.6277	1.1	-1.5485	785.7525	-18.645	30.5764	0.6277	1.1	0	0	0		
512	0.512	787.5678	30.8102	-19.4218	0.6278	1.099	-1.5992	787.5678	-19.4218	30.8102	0.6278	1.099	0	0	0		
513	0.513	789.3991	31.0262	-20.2058	0.6279	1.098	-1.6432	789.3991	-20.2058	31.0262	0.6279	1.098	0	0	0		
514	0.514	791.2474	31.2215	-20.9969	0.6279	1.097	-1.6792	791.2474	-20.9969	31.2215	0.6279	1.097	0	0	0		
515	0.515	793.1135	31.3941	-21.795	0.628	1.0961	-1.706	793.1135	-21.795	31.3941	0.628	1.0961	0	0	0		
516	0.516	794.9981	31.5424	-22.6	0.628	1.0951	-1.7225	794.9981	-22.6	31.5424	0.628	1.0951	0	0	0		
517	0.517	796.9016	31.6658	-23.4117	0.6281	1.0942	-1.7282	796.9016	-23.4117	31.6658	0.6281	1.0942	0	0	0		
518	0.518	798.8242	31.7644	-24.23	0.6282	1.0932	-1.7228	798.8242	-24.23	31.7644	0.6282	1.0932	0	0	0		
519	0.519	800.7658	31.839	-25.0549	0.6282	1.0923	-1.7063	800.7658	-25.0549	31.839	0.6282	1.0923	0	0	0		
520	0.52	802.7261	31.8915	-25.8862	0.6283	1.0914	-1.6791	802.7261	-25.8862	31.8915	0.6283	1.0914	0	0	0		
521	0.521	804.7043	31.9241	-26.7239	0.6283	1.0905	-1.6419	804.7043	-26.7239	31.9241	0.6283	1.0905	0	0	0		
522	0.522	806.6995	31.9398	-27.568	0.6284	1.0896	-1.5957	806.6995	-27.568	31.9398	0.6284	1.0896	0	0	0		
523	0.523	808.7103	31.9422	-28.4185	0.6284	1.0887	-1.542	808.7103	-28.4185	31.9422	0.6284	1.0887	0	0	0		
524	0.524	810.735	31.9354	-29.2755	0.6285	1.0878	-1.4821	810.735	-29.2755	31.9354	0.6285	1.0878	0	0	0		
525	0.525	812.7717	31.9236	-30.1393	0.6285	1.0869	-1.4178	812.7717	-30.1393	31.9236	0.6285	1.0869	0	0	0		
526	0.526	814.8181	31.9116	-31.0099	0.6285	1.0861	-1.3511	814.8181	-31.0099	31.9116	0.6285	1.0861	0	0	0		
527	0.527	816.8718	31.9039	-31.8876	0.6286	1.0852	-1.2838	816.8718	-31.8876	31.9039	0.6286	1.0852	0	0	0		
528	0.528	818.9298	31.9051	-32.7728	0.6286	1.0844	-1.2178	818.9298	-32.7728	31.9051	0.6286	1.0844	0	0	0		
529	0.529	820.9893	31.9197	-33.6659	0.6287	1.0835	-1.1552	820.9893	-33.6659	31.9197	0.6287	1.0835	0	0	0		
530	0.53	823.047	31.9518	-34.5671	0.6287	1.0827	-1.0976	823.047	-34.5671	31.9518	0.6287	1.0827	0	0	0		
531	0.531	825.0998	32.0049	-35.477	0.6287	1.0818	-1.0467	825.0998	-35.477	32.0049	0.6287	1.0818	0	0	0		
532	0.532	827.1443	32.0823	-36.396	0.6288	1.0809	-1.0039	827.1443	-36.396	32.0823	0.6288	1.0809	0	0	0		
533	0.533	829.1771	32.1863	-37.3244	0.6288	1.0801	-0.9704	829.1771	-37.3244	32.1863	0.6288	1.0801	0	0	0		
534	0.534	831.195	32.3187	-38.2627	0.6288	1.0792	-0.947	831.195	-38.2627	32.3187	0.6288	1.0792	0	0	0		
535	0.535	833.1948	32.4805	-39.2111	0.6288	1.0783	-0.9343	833.1948	-39.2111	32.4805	0.6288	1.0783	0	0	0		
536	0.536	835.1732	32.672	-40.1698	0.6289	1.0775	-0.9327	835.1732	-40.1698	32.672	0.6289	1.0775	0	0	0		
537	0.537	837.1275	32.8925	-41.1392	0.6289	1.0766	-0.942	837.1275	-41.1392	32.8925	0.6289	1.0766	0	0	0		
538	0.538	839.0549	33.1406	-42.119	0.6289	1.0757	-0.962	839.0549	-42.119	33.1406	0.6289	1.0757	0	0	0		
539	0.539	840.953	33.4142	-43.1094	0.629	1.0747	-0.9919	840.953	-43.1094	33.4142	0.629	1.0747	0	0	0		
540	0.54	842.8196	33.7104	-44.11	0.629	1.0738	-1.0311	842.8196	-44.11	33.7104	0.629	1.0738	0	0	0		
541	0.541	844.6529	34.0259	-45.1205	0.629	1.0728	-1.0783	844.6529	-45.1205	34.0259	0.629	1.0728	0	0	0		
542	0.542	846.4514	34.3565	-46.1403	0.6291	1.0719	-1.1322	846.4514	-46.1403	34.3565	0.6291	1.0719	0	0	0		
543	0.543	848.2139	34.698	-47.1689	0.6291	1.0709	-1.1916	848.2139	-47.1689	34.698	0.6291	1.0709	0	0	0		
544	0.544	849.9397	35.0456	-48.2055	0.6291	1.0699	-1.2549	849.9397	-48.2055	35.0456	0.6291	1.0699	0	0	0		
545	0.545	851.6281	35.3944	-49.2493	0.6291	1.0689	-1.3205	851.6281	-49.2493	35.3944	0.6291	1.0689	0	0	0		
546	0.546	853.2791	35.7396	-50.2993	0.6292	1.0679	-1.387	853.2791	-50.2993	35.7396	0.6292	1.0679	0	0	0		
547	0.547	854.8928	36.0762	-51.3547	0.6292	1.0668	-1.4529	854.8928	-51.3547	36.0762	0.6292	1.0668	0	0	0		
548	0.548	856.4696	36.3998	-52.4145	0.6292	1.0658	-1.5167	856.4696	-52.4145	36.3998	0.6292	1.0658	0	0	0		
549	0.549	858.0102	36.706	-53.4778	0.6293	1.0647	-1.5773	858.0102	-53.4778	36.706	0.6293	1.0647	0	0	0		
550	0.55	859.5155	36.991	-54.5437	0.6293	1.0636	-1.6335	859.5155	-54.5437	36.991	0.6293	1.0636	0	0	0		
551	0.551	860.9867	37.2515	-55.6116	0.6293	1.0626	-1.6843	860.9867	-55.6116	37.2515	0.6293	1.0626	0	0	0		
552	0.552	862.4249	37.4848	-56.6809	0.6293	1.0615	-1.7292	862.4249	-56.6809	37.4848	0.6293	1.0615	0	0	0		
553	0.553	863.8318	37.689	-57.7511	0.6293	1.0604	-1.7675	863.8318	-57.7511	37.689	0.6293	1.0604	0	0	0		
554	0.554	865.2086	37.8629	-58.8219	0.6294	1.0593	-1.7989	865.2086	-58.8219	37.8629	0.6294	1.0593	0	0	0		
