	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d
	Gaitway.Time	Gaitway.Speed	Gaitway.Grade	Gaitway.GRFx	Gaitway.GRFy	Gaitway.GRFz	Gaitway.CoPx	Gaitway.CoPy	Gaitway.Mx	Gaitway.My	Gaitway.Mz	Gaitway.Tz	Gaitway.FxL	Gaitway.FyL	Gaitway.FzL	Gaitway.CoPxL	Gaitway.CoPyL	Gaitway.FxR	Gaitway.FyR	Gaitway.FzR	Gaitway.CoPxR	Gaitway.CoPyR
	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
11160	11.16	0.0	0.0	3.1866	-46.4859	728.8953	0.5573	0.8459	616.5585	-406.1936	-27.7107	0.8901										
11161	11.161	0.0	0.0	3.2636	-46.3748	726.9359	0.5574	0.846	615.0141	-405.1928	-27.7462	0.8642										
11162	11.162	0.0	0.0	3.3487	-46.2543	724.9482	0.5575	0.8462	613.4507	-404.1781	-27.7834	0.8384										
11163	11.163	0.0	0.0	3.4423	-46.1247	722.9324	0.5577	0.8464	611.8685	-403.1497	-27.8225	0.8128										
11164	11.164	0.0	0.0	3.5444	-45.9864	720.8891	0.5578	0.8465	610.2675	-402.1077	-27.8639	0.7875										
11165	11.165	0.0	0.0	3.655	-45.8398	718.8189	0.5579	0.8467	608.6481	-401.0525	-27.9078	0.7625										
11166	11.166	0.0	0.0	3.7743	-45.685	716.7224	0.5581	0.8469	607.0103	-399.9842	-27.9545	0.7377										
11167	11.167	0.0	0.0	3.9024	-45.5224	714.6003	0.5582	0.8471	605.3547	-398.9031	-28.0042	0.713										
11168	11.168	0.0	0.0	4.0392	-45.3522	712.4534	0.5584	0.8473	603.6814	-397.8096	-28.0572	0.6884										
11169	11.169	0.0	0.0	4.1846	-45.1746	710.2826	0.5585	0.8475	601.991	-396.7039	-28.1138	0.6636										
11170	11.17	0.0	0.0	4.3387	-44.9894	708.0889	0.5587	0.8478	600.2841	-395.5864	-28.174	0.6383										
11171	11.171	0.0	0.0	4.5013	-44.7969	705.8733	0.5588	0.848	598.5611	-394.4575	-28.238	0.6124										
11172	11.172	0.0	0.0	4.6721	-44.5968	703.6367	0.559	0.8482	596.8229	-393.3176	-28.306	0.5856										
11173	11.173	0.0	0.0	4.851	-44.3891	701.3803	0.5591	0.8484	595.07	-392.1671	-28.3777	0.5576										
11174	11.174	0.0	0.0	5.0374	-44.1736	699.1053	0.5593	0.8487	593.3034	-391.0063	-28.4532	0.528										
11175	11.175	0.0	0.0	5.2311	-43.9499	696.8126	0.5595	0.8489	591.5237	-389.8358	-28.5321	0.4966										
11176	11.176	0.0	0.0	5.4313	-43.7177	694.5035	0.5596	0.8491	589.7319	-388.6559	-28.6141	0.4631										
11177	11.177	0.0	0.0	5.6376	-43.4767	692.179	0.5598	0.8494	587.9288	-387.467	-28.6986	0.4272										
11178	11.178	0.0	0.0	5.849	-43.2265	689.84	0.5599	0.8496	586.1151	-386.2694	-28.7851	0.3887										
11179	11.179	0.0	0.0	6.0648	-42.9667	687.4876	0.5601	0.8499	584.2917	-385.0637	-28.8728	0.3474										
11180	11.18	0.0	0.0	6.284	-42.6968	685.1226	0.5603	0.8502	582.4591	-383.85	-28.9607	0.3032										
11181	11.181	0.0	0.0	6.5056	-42.4165	682.7458	0.5604	0.8504	580.6182	-382.6287	-29.0478	0.256										
11182	11.182	0.0	0.0	6.7284	-42.1253	680.3578	0.5606	0.8507	578.7693	-381.4	-29.1329	0.2057										
11183	11.183	0.0	0.0	6.9512	-41.8229	677.9591	0.5607	0.851	576.9129	-380.1642	-29.2149	0.1524										
11184	11.184	0.0	0.0	7.1728	-41.509	675.5501	0.5609	0.8512	575.0494	-378.9213	-29.2922	0.0962										
11185	11.185	0.0	0.0	7.3917	-41.1834	673.1312	0.5611	0.8515	573.1788	-377.6716	-29.3636	0.0371										
11186	11.186	0.0	0.0	7.6065	-40.846	670.7024	0.5612	0.8518	571.3013	-376.4151	-29.4275	-0.0245										
11187	11.187	0.0	0.0	7.816	-40.4966	668.2637	0.5614	0.8521	569.4167	-375.1518	-29.4823	-0.0884										
11188	11.188	0.0	0.0	8.0185	-40.1353	665.815	0.5615	0.8524	567.5248	-373.8817	-29.5267	-0.1543										
11189	11.189	0.0	0.0	8.2128	-39.7624	663.356	0.5617	0.8527	565.6253	-372.6048	-29.5592	-0.222										
11190	11.19	0.0	0.0	8.3973	-39.378	660.8864	0.5619	0.853	563.7177	-371.3209	-29.5783	-0.2909										
11191	11.191	0.0	0.0	8.5708	-38.9826	658.4055	0.562	0.8533	561.8015	-370.03	-29.5827	-0.3608										
11192	11.192	0.0	0.0	8.732	-38.5768	655.913	0.5622	0.8536	559.876	-368.7319	-29.5713	-0.4312										
11193	11.193	0.0	0.0	8.8797	-38.1611	653.408	0.5623	0.8539	557.9406	-367.4264	-29.543	-0.5018										
11194	11.194	0.0	0.0	9.0128	-37.7363	650.89	0.5625	0.8542	555.9946	-366.1133	-29.4968	-0.5721										
11195	11.195	0.0	0.0	9.1302	-37.3033	648.3582	0.5626	0.8545	554.0371	-364.7925	-29.4322	-0.6418										
11196	11.196	0.0	0.0	9.2313	-36.8631	645.8119	0.5628	0.8548	552.0675	-363.4638	-29.3485	-0.7106										
11197	11.197	0.0	0.0	9.3151	-36.4168	643.2503	0.563	0.8552	550.085	-362.1269	-29.2454	-0.778										
11198	11.198	0.0	0.0	9.3813	-35.9655	640.6727	0.5631	0.8555	548.0889	-360.7817	-29.1227	-0.8438										
11199	11.199	0.0	0.0	9.4295	-35.5105	638.0785	0.5633	0.8558	546.0786	-359.4281	-28.9807	-0.9078										
11200	11.2	0.0	0.0	9.4593	-35.053	635.467	0.5635	0.8561	544.0535	-358.066	-28.8196	-0.9698										
11201	11.201	0.0	0.0	9.4707	-34.5942	632.8379	0.5636	0.8565	542.0132	-356.6952	-28.6399	-1.0295										
11202	11.202	0.0	0.0	9.4639	-34.1356	630.1906	0.5638	0.8568	539.9573	-355.3158	-28.4422	-1.0869										
11203	11.203	0.0	0.0	9.4392	-33.6783	627.5249	0.564	0.8572	537.8856	-353.9277	-28.2274	-1.1418										
11204	11.204	0.0	0.0	9.3968	-33.2236	624.8406	0.5642	0.8575	535.7979	-352.5309	-27.9965	-1.1942										
11205	11.205	0.0	0.0	9.3374	-32.7728	622.1378	0.5644	0.8578	533.6943	-351.1257	-27.7506	-1.244										
11206	11.206	0.0	0.0	9.2617	-32.327	619.4166	0.5646	0.8582	531.5749	-349.7122	-27.4909	-1.2913										
11207	11.207	0.0	0.0	9.1705	-31.8873	616.6773	0.5648	0.8585	529.4399	-348.2906	-27.2187	-1.336										
11208	11.208	0.0	0.0	9.0647	-31.4547	613.9204	0.565	0.8589	527.2899	-346.8612	-26.9354	-1.3782										
11209	11.209	0.0	0.0	8.9453	-31.03	611.1467	0.5652	0.8592	525.1255	-345.4243	-26.6423	-1.4178										
11210	11.21	0.0	0.0	8.8132	-30.614	608.357	0.5654	0.8596	522.9473	-343.9806	-26.3408	-1.455										
11211	11.211	0.0	0.0	8.6697	-30.2074	605.5525	0.5656	0.86	520.7563	-342.5303	-26.0322	-1.4897										
11212	11.212	0.0	0.0	8.5159	-29.8106	602.7343	0.5659	0.8603	518.5535	-341.0742	-25.7177	-1.522										
11213	11.213	0.0	0.0	8.3528	-29.424	599.904	0.5661	0.8607	516.3402	-339.613	-25.3985	-1.5519										
11214	11.214	0.0	0.0	8.1817	-29.0478	597.0633	0.5664	0.8611	514.1177	-338.1473	-25.0758	-1.5795										
11215	11.215	0.0	0.0	8.0036	-28.6821	594.214	0.5666	0.8615	511.8876	-336.678	-24.7504	-1.6047										
11216	11.216	0.0	0.0	7.8196	-28.3266	591.3583	0.5668	0.8618	509.6516	-335.2061	-24.4234	-1.6275										
11217	11.217	0.0	0.0	7.6307	-27.9813	588.4983	0.5671	0.8622	507.4116	-333.7324	-24.0953	-1.648										
11218	11.218	0.0	0.0	7.438	-27.6457	585.6367	0.5673	0.8626	505.1695	-332.2582	-23.7668	-1.6662										
11219	11.219	0.0	0.0	7.2423	-27.3191	582.7758	0.5676	0.863	502.9276	-330.7843	-23.4383	-1.6819										
11220	11.22	0.0	0.0	7.0445	-27.001	579.9186	0.5679	0.8634	500.6881	-329.3122	-23.1102	-1.6954										
11221	11.221	0.0	0.0	6.8454	-26.6905	577.0678	0.5681	0.8638	498.4534	-327.8429	-22.7827	-1.7064										
11222	11.222	0.0	0.0	6.6457	-26.3866	574.2265	0.5684	0.8642	496.2262	-326.3778	-22.4557	-1.7152										
11223	11.223	0.0	0.0	6.4461	-26.0883	571.3976	0.5686	0.8646	494.0089	-324.9181	-22.1294	-1.7216										
11224	11.224	0.0	0.0	6.2471	-25.7945	568.5844	0.5689	0.865	491.8045	-323.4653	-21.8036	-1.7257										
11225	11.225	0.0	0.0	6.0492	-25.5038	565.7899	0.5692	0.8654	489.6156	-322.0206	-21.478	-1.7277										
11226	11.226	0.0	0.0	5.853	-25.215	563.0173	0.5694	0.8658	487.445	-320.5854	-21.1524	-1.7275										
11227	11.227	0.0	0.0	5.6589	-24.9268	560.2697	0.5697	0.8662	485.2955	-319.1609	-20.8266	-1.7252										
11228	11.228	0.0	0.0	5.4674	-24.6378	557.5501	0.5699	0.8666	483.1699	-317.7486	-20.5002	-1.721										
11229	11.229	0.0	0.0	5.2788	-24.3465	554.8615	0.5701	0.867	481.0709	-316.3496	-20.1728	-1.7151										
11230	11.23	0.0	0.0	5.0935	-24.0517	552.2067	0.5704	0.8674	479.0011	-314.9652	-19.8442	-1.7075										
11231	11.231	0.0	0.0	4.912	-23.7518	549.5883	0.5706	0.8679	476.963	-313.5964	-19.5141	-1.6984										
11232	11.232	0.0	0.0	4.7346	-23.4457	547.0087	0.5708	0.8683	474.9589	-312.2442	-19.1823	-1.688										
11233	11.233	0.0	0.0	4.5618	-23.1319	544.4701	0.571	0.8687	472.9908	-310.9097	-18.8486	-1.6766										
11234	11.234	0.0	0.0	4.3941	-22.8094	541.9746	0.5712	0.8692	471.0606	-309.5935	-18.5128	-1.6642										
11235	11.235	0.0	0.0	4.2319	-22.477	539.5237	0.5714	0.8696	469.17	-308.2964	-18.1751	-1.6512										
11236	11.236	0.0	0.0	4.0757	-22.1337	537.1189	0.5716	0.87	467.3203	-307.019	-17.8354	-1.6376										
11237	11.237	0.0	0.0	3.9263	-21.7784	534.7613	0.5718	0.8705	465.5124	-305.7615	-17.494	-1.6238										
11238	11.238	0.0	0.0	3.7842	-21.4105	532.4514	0.5719	0.871	463.747	-304.5244	-17.1511	-1.6099										
11239	11.239	0.0	0.0	3.65	-21.0293	530.1898	0.5721	0.8714	462.0245	-303.3075	-16.807	-1.596										
11240	11.24	0.0	0.0	3.5245	-20.634	527.9763	0.5722	0.8719	460.3448	-302.111	-16.4623	-1.5824										
11241	11.241	0.0	0.0	3.4084	-20.2244	525.8108	0.5723	0.8724	458.7075	-300.9345	-16.1175	-1.5692										
11242	11.242	0.0	0.0	3.3024	-19.8	523.6924	0.5724	0.8729	457.112	-299.7776	-15.7732	-1.5566										
11243	11.243	0.0	0.0	3.2074	-19.3606	521.6201	0.5725	0.8734	455.5571	-298.6398	-15.4302	-1.5446										
11244	11.244	0.0	0.0	3.124	-18.9061	519.5925	0.5726	0.8738	454.0415	-297.5203	-15.089	-1.5335										
11245	11.245	0.0	0.0	3.0531	-18.4365	517.608	0.5727	0.8743	452.5634	-296.4183	-14.7507	-1.5232										
11246	11.246	0.0	0.0	2.9953	-17.9519	515.6644	0.5727	0.8748	451.1208	-295.3327	-14.4159	-1.5141										
11247	11.247	0.0	0.0	2.9513	-17.4525	513.7595	0.5728	0.8753	449.7115	-294.2624	-14.0855	-1.506										
11248	11.248	0.0	0.0	2.9217	-16.9385	511.8907	0.5728	0.8758	448.333	-293.206	-13.7603	-1.4991										
11249	11.249	0.0	0.0	2.9071	-16.4102	510.0551	0.5728	0.8763	446.9826	-292.1621	-13.441	-1.4935										
11250	11.25	0.0	0.0	2.9079	-15.8681	508.2498	0.5728	0.8768	445.6575	-291.1293	-13.1284	-1.4893										
11251	11.251	0.0	0.0	2.9244	-15.3125	506.4715	0.5728	0.8774	444.3546	-290.106	-12.8231	-1.4864										
11252	11.252	0.0	0.0	2.9568	-14.7439	504.717	0.5728	0.8779	443.0708	-289.0904	-12.5257	-1.485										
11253	11.253	0.0	0.0	3.0052	-14.1629	502.9827	0.5727	0.8784	441.803	-288.0809	-12.2365	-1.4852										
11254	11.254	0.0	0.0	3.0694	-13.5698	501.2651	0.5727	0.8789	440.5481	-287.0757	-11.956	-1.4869										
11255	11.255	0.0	0.0	3.1494	-12.9651	499.5607	0.5726	0.8794	439.3027	-286.0729	-11.6842	-1.4903										
11256	11.256	0.0	0.0	3.2446	-12.3495	497.8659	0.5726	0.8799	438.0637	-285.0708	-11.4213	-1.4952										
11257	11.257	0.0	0.0	3.3545	-11.7234	496.1772	0.5725	0.8804	436.828	-284.0677	-11.1669	-1.5018										
11258	11.258	0.0	0.0	3.4785	-11.0872	494.491	0.5724	0.8809	435.5925	-283.0617	-10.9209	-1.5101										
11259	11.259	0.0	0.0	3.6155	-10.4415	492.804	0.5723	0.8814	434.3543	-282.0511	-10.6827	-1.5199										
11260	11.26	0.0	0.0	3.7647	-9.7867	491.1129	0.5722	0.8819	433.1105	-281.0343	-10.4517	-1.5313										
11261	11.261	0.0	0.0	3.9248	-9.1234	489.4145	0.5721	0.8824	431.8585	-280.0096	-10.2271	-1.5441										
11262	11.262	0.0	0.0	4.0944	-8.4519	487.7061	0.572	0.8829	430.5957	-278.9757	-10.0079	-1.5583										
11263	11.263	0.0	0.0	4.2723	-7.7727	485.9848	0.5719	0.8834	429.3197	-277.9312	-9.793	-1.5737										
11264	11.264	0.0	0.0	4.4568	-7.0864	484.2481	0.5718	0.8839	428.0285	-276.8747	-9.5813	-1.5901										
11265	11.265	0.0	0.0	4.6464	-6.3933	482.4939	0.5716	0.8844	426.72	-275.8052	-9.3713	-1.6074										
11266	11.266	0.0	0.0	4.8395	-5.694	480.7202	0.5715	0.8849	425.3927	-274.7218	-9.1616	-1.6252										
11267	11.267	0.0	0.0	5.0342	-4.9889	478.9255	0.5713	0.8854	424.0449	-273.6237	-8.9509	-1.6433										
11268	11.268	0.0	0.0	5.229	-4.2787	477.1085	0.5712	0.8859	422.6755	-272.5103	-8.7377	-1.6613										
11269	11.269	0.0	0.0	5.4222	-3.5639	475.2683	0.571	0.8864	421.2837	-271.3812	-8.5204	-1.6791										
11270	11.27	0.0	0.0	5.612	-2.845	473.4043	0.5708	0.8869	419.8688	-270.2363	-8.2976	-1.6961										
11271	11.271	0.0	0.0	5.797	-2.1229	471.5164	0.5707	0.8874	418.4305	-269.0755	-8.068	-1.7122										
11272	11.272	0.0	0.0	5.9757	-1.3981	469.605	0.5705	0.8879	416.969	-267.8991	-7.8302	-1.7267										
11273	11.273	0.0	0.0	6.1466	-0.6714	467.6708	0.5703	0.8884	415.4845	-266.7077	-7.5832	-1.7396										
11274	11.274	0.0	0.0	6.3085	0.0563	465.7148	0.5701	0.8889	413.9779	-265.5019	-7.3258	-1.7502										
11275	11.275	0.0	0.0	6.4604	0.7841	463.7386	0.5699	0.8894	412.4503	-264.2827	-7.0574	-1.7584										
11276	11.276	0.0	0.0	6.6012	1.5111	461.7443	0.5697	0.8899	410.9032	-263.0514	-6.7773	-1.7638										
11277	11.277	0.0	0.0	6.7302	2.2362	459.7343	0.5695	0.8904	409.3385	-261.8094	-6.485	-1.7661										
11278	11.278	0.0	0.0	6.8468	2.9583	457.7113	0.5693	0.8909	407.7584	-260.5584	-6.1805	-1.765										
11279	11.279	0.0	0.0	6.9506	3.6763	455.6788	0.569	0.8913	406.1656	-259.3003	-5.8637	-1.7603										
11280	11.28	0.0	0.0	7.0413	4.3889	453.6402	0.5688	0.8918	404.5629	-258.0371	-5.5351	-1.7519										
11281	11.281	0.0	0.0	7.119	5.0946	451.5995	0.5686	0.8923	402.9535	-256.7713	-5.1951	-1.7396										
11282	11.282	0.0	0.0	7.1837	5.7923	449.5612	0.5683	0.8927	401.3412	-255.5054	-4.8445	-1.7233										
11283	11.283	0.0	0.0	7.2358	6.4802	447.5297	0.5681	0.8932	399.7296	-254.2419	-4.4845	-1.703										
11284	11.284	0.0	0.0	7.2756	7.1569	445.5098	0.5679	0.8936	398.1228	-252.9837	-4.1164	-1.6787										
11285	11.285	0.0	0.0	7.3038	7.8207	443.5067	0.5676	0.8941	396.525	-251.7337	-3.7414	-1.6504										
11286	11.286	0.0	0.0	7.3211	8.4699	441.5256	0.5673	0.8945	394.9405	-250.495	-3.3615	-1.6181										
11287	11.287	0.0	0.0	7.3283	9.1027	439.5718	0.5671	0.8949	393.3739	-249.2707	-2.9783	-1.5821										
11288	11.288	0.0	0.0	7.3263	9.7172	437.6506	0.5668	0.8953	391.8297	-248.0638	-2.5938	-1.5424										
11289	11.289	0.0	0.0	7.316	10.3116	435.7675	0.5665	0.8957	390.3123	-246.8774	-2.2102	-1.4992										
11290	11.29	0.0	0.0	7.2985	10.8837	433.9279	0.5663	0.8961	388.8263	-245.7148	-1.8296	-1.4526										
11291	11.291	0.0	0.0	7.2748	11.4316	432.1371	0.566	0.8964	387.376	-244.5791	-1.4542	-1.4029										
11292	11.292	0.0	0.0	7.2459	11.9532	430.4002	0.5657	0.8968	385.9657	-243.4731	-1.0862	-1.3503										
11293	11.293	0.0	0.0	7.2128	12.4464	428.7223	0.5654	0.8971	384.5995	-242.3998	-0.7281	-1.2948										
11294	11.294	0.0	0.0	7.1766	12.909	427.1081	0.5651	0.8974	383.2812	-241.3621	-0.3819	-1.2367										
11295	11.295	0.0	0.0	7.1381	13.3388	425.5621	0.5648	0.8977	382.0147	-240.3625	-0.0499	-1.1761										
11296	11.296	0.0	0.0	7.0984	13.7338	424.0887	0.5645	0.8979	380.8031	-239.4035	0.2658	-1.1132										
11297	11.297	0.0	0.0	7.0582	14.0916	422.6916	0.5642	0.8982	379.6498	-238.4875	0.5631	-1.0481										
11298	11.298	0.0	0.0	7.0182	14.4103	421.3744	0.5639	0.8984	378.5573	-237.6165	0.8401	-0.9809										
11299	11.299	0.0	0.0	6.9792	14.6877	420.1403	0.5636	0.8986	377.5283	-236.7923	1.0949	-0.9118										
11300	11.3	0.0	0.0	6.9417	14.9217	418.9919	0.5633	0.8987	376.5648	-236.0167	1.3259	-0.8407										
11301	11.301	0.0	0.0	6.9062	15.1106	417.9317	0.563	0.8989	375.6685	-235.291	1.5315	-0.7678										
11302	11.302	0.0	0.0	6.8732	15.2525	416.9614	0.5627	0.899	374.841	-234.6162	1.7102	-0.6932										
11303	11.303	0.0	0.0	6.8431	15.3456	416.0823	0.5624	0.8991	374.0832	-233.9934	1.8608	-0.6169										
11304	11.304	0.0	0.0	6.816	15.3885	415.2955	0.5621	0.8991	373.3959	-233.4229	1.9821	-0.539										
11305	11.305	0.0	0.0	6.7921	15.3797	414.6012	0.5618	0.8991	372.7792	-232.9053	2.0731	-0.4596										
11306	11.306	0.0	0.0	6.7716	15.3181	413.9994	0.5615	0.8991	372.2332	-232.4403	2.1331	-0.3788										
11307	11.307	0.0	0.0	6.7546	15.2027	413.4895	0.5611	0.8991	371.7573	-232.0279	2.1614	-0.2967										
11308	11.308	0.0	0.0	6.7409	15.0328	413.0704	0.5608	0.899	371.3508	-231.6675	2.1574	-0.2136										
11309	11.309	0.0	0.0	6.7306	14.8078	412.7406	0.5605	0.8989	371.0126	-231.3583	2.1207	-0.1296										
11310	11.31	0.0	0.0	6.7235	14.5276	412.498	0.5602	0.8988	370.741	-231.0992	2.0513	-0.0448										
11311	11.311	0.0	0.0	6.7195	14.1922	412.3402	0.5599	0.8986	370.5343	-230.8889	1.9489	0.0403										
11312	11.312	0.0	0.0	6.7184	13.8018	412.2641	0.5597	0.8984	370.3901	-230.7258	1.8137	0.1255										
11313	11.313	0.0	0.0	6.72	13.3571	412.2665	0.5594	0.8982	370.3061	-230.6082	1.646	0.2105										
11314	11.314	0.0	0.0	6.7239	12.859	412.3436	0.5591	0.898	370.2792	-230.5341	1.4462	0.295										
11315	11.315	0.0	0.0	6.73	12.3088	412.4913	0.5588	0.8977	370.3066	-230.5012	1.2149	0.3785										
11316	11.316	0.0	0.0	6.7379	11.7079	412.7051	0.5585	0.8975	370.3846	-230.5072	0.9527	0.4606										
11317	11.317	0.0	0.0	6.7473	11.0581	412.9803	0.5583	0.8972	370.5098	-230.5495	0.6608	0.5409										
11318	11.318	0.0	0.0	6.7578	10.3616	413.3119	0.558	0.8968	370.6783	-230.6255	0.34	0.6191										
11319	11.319	0.0	0.0	6.7691	9.6208	413.6946	0.5577	0.8965	370.886	-230.7324	-0.0082	0.6946										
11320	11.32	0.0	0.0	6.7807	8.8384	414.1231	0.5575	0.8962	371.1289	-230.8673	-0.3823	0.7672										
11321	11.321	0.0	0.0	6.7923	8.0174	414.5918	0.5572	0.8958	371.4025	-231.0273	-0.7808	0.8363										
11322	11.322	0.0	0.0	6.8033	7.1609	415.0953	0.557	0.8955	371.7027	-231.2095	-1.2018	0.9017										
11323	11.323	0.0	0.0	6.8134	6.2725	415.6277	0.5568	0.8951	372.0249	-231.4109	-1.6432	0.963										
11324	11.324	0.0	0.0	6.822	5.3558	416.1837	0.5566	0.8947	372.3649	-231.6284	-2.1029	1.0201										
11325	11.325	0.0	0.0	6.8287	4.4147	416.7575	0.5563	0.8943	372.7182	-231.8593	-2.5785	1.0726										
11326	11.326	0.0	0.0	6.8329	3.4533	417.3439	0.5561	0.8939	373.0808	-232.1007	-3.0674	1.1203										
11327	11.327	0.0	0.0	6.8342	2.4758	417.9376	0.5559	0.8936	373.4484	-232.3497	-3.5669	1.1633										
11328	11.328	0.0	0.0	6.8319	1.4866	418.5336	0.5558	0.8932	373.8173	-232.6039	-4.0744	1.2014										
11329	11.329	0.0	0.0	6.8257	0.49	419.127	0.5556	0.8928	374.1837	-232.8606	-4.5869	1.2347										
11330	11.33	0.0	0.0	6.815	-0.5094	419.7136	0.5554	0.8924	374.5443	-233.1175	-5.1014	1.2631										
11331	11.331	0.0	0.0	6.7994	-1.5071	420.289	0.5553	0.892	374.8959	-233.3724	-5.615	1.2869										
11332	11.332	0.0	0.0	6.7784	-2.4986	420.8495	0.5551	0.8916	375.2357	-233.6233	-6.1246	1.3061										
11333	11.333	0.0	0.0	6.7515	-3.4794	421.3918	0.555	0.8912	375.5614	-233.8685	-6.6273	1.321										
11334	11.334	0.0	0.0	6.7185	-4.4451	421.9128	0.5549	0.8909	375.8707	-234.1063	-7.12	1.3318										
11335	11.335	0.0	0.0	6.6791	-5.3915	422.4102	0.5548	0.8905	376.1621	-234.3353	-7.6001	1.3387										
11336	11.336	0.0	0.0	6.6329	-6.3145	422.8818	0.5547	0.8902	376.4342	-234.5544	-8.0647	1.3421										
11337	11.337	0.0	0.0	6.58	-7.2102	423.326	0.5546	0.8898	376.6862	-234.7627	-8.5113	1.3422										
11338	11.338	0.0	0.0	6.5201	-8.0749	423.7417	0.5545	0.8895	376.9176	-234.9594	-8.9377	1.3393										
11339	11.339	0.0	0.0	6.4533	-8.9052	424.1283	0.5544	0.8892	377.1284	-235.1442	-9.3416	1.3337										
11340	11.34	0.0	0.0	6.3797	-9.6979	424.4858	0.5544	0.8889	377.3189	-235.3169	-9.7213	1.3257										
11341	11.341	0.0	0.0	6.2996	-10.4504	424.8144	0.5543	0.8886	377.4899	-235.4774	-10.0752	1.3154										
11342	11.342	0.0	0.0	6.2133	-11.1602	425.115	0.5543	0.8883	377.6426	-235.626	-10.402	1.3032										
11343	11.343	0.0	0.0	6.1211	-11.8252	425.3889	0.5542	0.8881	377.7784	-235.7632	-10.7007	1.2891										
11344	11.344	0.0	0.0	6.0235	-12.4438	425.6381	0.5542	0.8878	377.8993	-235.8898	-10.9708	1.2735										
11345	11.345	0.0	0.0	5.9212	-13.0148	425.8648	0.5542	0.8876	378.0076	-236.0067	-11.212	1.2564										
11346	11.346	0.0	0.0	5.8149	-13.5372	426.0717	0.5542	0.8874	378.1059	-236.1151	-11.4243	1.2378										
11347	11.347	0.0	0.0	5.7052	-14.0106	426.2621	0.5542	0.8872	378.1971	-236.2165	-11.6081	1.2179										
11348	11.348	0.0	0.0	5.593	-14.4351	426.4397	0.5542	0.8871	378.2845	-236.3125	-11.764	1.1967										
11349	11.349	0.0	0.0	5.4791	-14.8111	426.6086	0.5541	0.8869	378.3716	-236.405	-11.893	1.1741										
11350	11.35	0.0	0.0	5.3643	-15.1392	426.7731	0.5541	0.8868	378.4624	-236.496	-11.9962	1.1502										
11351	11.351	0.0	0.0	5.2497	-15.4207	426.9383	0.5542	0.8867	378.5609	-236.5879	-12.0752	1.1249										
11352	11.352	0.0	0.0	5.1359	-15.6571	427.1093	0.5542	0.8866	378.6714	-236.683	-12.1317	1.0982										
11353	11.353	0.0	0.0	5.0239	-15.8502	427.2917	0.5542	0.8865	378.7987	-236.7841	-12.1673	1.0698										
11354	11.354	0.0	0.0	4.9145	-16.0022	427.4913	0.5541	0.8864	378.9475	-236.894	-12.1841	1.0399										
11355	11.355	0.0	0.0	4.8083	-16.1156	427.7142	0.5541	0.8864	379.1227	-237.0155	-12.1842	1.0082										
11356	11.356	0.0	0.0	4.7061	-16.1931	427.9667	0.5541	0.8864	379.3295	-237.1519	-12.1696	0.9748										
11357	11.357	0.0	0.0	4.6084	-16.2375	428.2552	0.5541	0.8863	379.5731	-237.3062	-12.1425	0.9396										
11358	11.358	0.0	0.0	4.5157	-16.252	428.5862	0.5541	0.8863	379.8589	-237.4818	-12.105	0.9025										
