	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d
	Gaitway.Time	Gaitway.Speed	Gaitway.Grade	Gaitway.GRFx	Gaitway.GRFy	Gaitway.GRFz	Gaitway.CoPx	Gaitway.CoPy	Gaitway.Mx	Gaitway.My	Gaitway.Mz	Gaitway.Tz	Gaitway.FxL	Gaitway.FyL	Gaitway.FzL	Gaitway.CoPxL	Gaitway.CoPyL	Gaitway.FxR	Gaitway.FyR	Gaitway.FzR	Gaitway.CoPxR	Gaitway.CoPyR
	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
10960	10.96	0.0	0.0	0.509	-8.4689	785.6668	0.5479	0.8755	687.8777	-430.4512	-4.2959	0.7897										
10961	10.961	0.0	0.0	0.526	-8.6942	785.8032	0.548	0.8753	687.8237	-430.5869	-4.4391	0.7853										
10962	10.962	0.0	0.0	0.5397	-8.9257	785.9346	0.548	0.8751	687.7637	-430.7194	-4.5834	0.7805										
10963	10.963	0.0	0.0	0.5506	-9.1634	786.0625	0.5481	0.8749	687.6989	-430.8498	-4.7289	0.7753										
10964	10.964	0.0	0.0	0.5588	-9.4074	786.1885	0.5482	0.8746	687.6306	-430.9787	-4.876	0.7698										
10965	10.965	0.0	0.0	0.5646	-9.6575	786.3139	0.5483	0.8744	687.5602	-431.1069	-5.0248	0.7637										
10966	10.966	0.0	0.0	0.5682	-9.9137	786.4401	0.5483	0.8742	687.4886	-431.2352	-5.1755	0.7573										
10967	10.967	0.0	0.0	0.5698	-10.1759	786.5684	0.5484	0.8739	687.4171	-431.3642	-5.3282	0.7504										
10968	10.968	0.0	0.0	0.5697	-10.4438	786.6999	0.5485	0.8737	687.3467	-431.4945	-5.4829	0.7431										
10969	10.969	0.0	0.0	0.568	-10.7174	786.8357	0.5486	0.8735	687.2784	-431.6267	-5.6399	0.7354										
10970	10.97	0.0	0.0	0.5649	-10.9964	786.9767	0.5486	0.8732	687.213	-431.7612	-5.799	0.7273										
10971	10.971	0.0	0.0	0.5604	-11.2807	787.1239	0.5487	0.873	687.1513	-431.8985	-5.9602	0.7189										
10972	10.972	0.0	0.0	0.5548	-11.5701	787.278	0.5488	0.8727	687.0941	-432.039	-6.1234	0.7101										
10973	10.973	0.0	0.0	0.5481	-11.8642	787.4396	0.5488	0.8725	687.0419	-432.183	-6.2887	0.7011										
10974	10.974	0.0	0.0	0.5405	-12.1629	787.6093	0.5489	0.8723	686.9953	-432.3308	-6.4558	0.692										
10975	10.975	0.0	0.0	0.5319	-12.4658	787.7876	0.549	0.872	686.9548	-432.4824	-6.6248	0.6826										
10976	10.976	0.0	0.0	0.5227	-12.7729	787.9748	0.5491	0.8718	686.9207	-432.6382	-6.7953	0.6733										
10977	10.977	0.0	0.0	0.5127	-13.0838	788.1713	0.5491	0.8715	686.8934	-432.7982	-6.9674	0.6639										
10978	10.978	0.0	0.0	0.5022	-13.3983	788.3773	0.5492	0.8712	686.8731	-432.9624	-7.141	0.6546										
10979	10.979	0.0	0.0	0.4912	-13.7161	788.5929	0.5492	0.871	686.86	-433.1309	-7.3158	0.6456										
10980	10.98	0.0	0.0	0.48	-14.0372	788.8182	0.5493	0.8707	686.8543	-433.3036	-7.4919	0.6367										
10981	10.981	0.0	0.0	0.4685	-14.3612	789.0533	0.5494	0.8705	686.856	-433.4806	-7.6691	0.6283										
10982	10.982	0.0	0.0	0.457	-14.688	789.2981	0.5494	0.8702	686.8652	-433.6617	-7.8475	0.6202										
10983	10.983	0.0	0.0	0.4456	-15.0175	789.5525	0.5495	0.87	686.8819	-433.8469	-8.0269	0.6126										
10984	10.984	0.0	0.0	0.4345	-15.3495	789.8166	0.5495	0.8697	686.906	-434.036	-8.2075	0.6056										
10985	10.985	0.0	0.0	0.4239	-15.684	790.0901	0.5496	0.8694	686.9376	-434.2289	-8.3892	0.5992										
10986	10.986	0.0	0.0	0.4139	-16.0208	790.373	0.5496	0.8692	686.9765	-434.4255	-8.5722	0.5934										
10987	10.987	0.0	0.0	0.4048	-16.3599	790.6649	0.5497	0.8689	687.0226	-434.6256	-8.7564	0.5882										
10988	10.988	0.0	0.0	0.3966	-16.7013	790.9658	0.5497	0.8687	687.0756	-434.8291	-8.9421	0.5838										
10989	10.989	0.0	0.0	0.3896	-17.0449	791.2755	0.5498	0.8684	687.1355	-435.0358	-9.1294	0.58										
10990	10.99	0.0	0.0	0.3839	-17.3907	791.5936	0.5498	0.8681	687.202	-435.2456	-9.3184	0.5769										
10991	10.991	0.0	0.0	0.3798	-17.7388	791.9199	0.5499	0.8679	687.2749	-435.4583	-9.5092	0.5745										
10992	10.992	0.0	0.0	0.3772	-18.0891	792.2541	0.5499	0.8676	687.3539	-435.6738	-9.7021	0.5726										
10993	10.993	0.0	0.0	0.3764	-18.4416	792.5959	0.55	0.8673	687.4387	-435.8918	-9.8971	0.5714										
10994	10.994	0.0	0.0	0.3773	-18.7964	792.9451	0.55	0.8671	687.529	-436.1123	-10.0945	0.5706										
10995	10.995	0.0	0.0	0.3802	-19.1535	793.3013	0.55	0.8668	687.6244	-436.3351	-10.2942	0.5702										
10996	10.996	0.0	0.0	0.3849	-19.5128	793.6641	0.5501	0.8665	687.7246	-436.5601	-10.4964	0.5703										
10997	10.997	0.0	0.0	0.3914	-19.8744	794.0333	0.5501	0.8662	687.8293	-436.787	-10.7011	0.5706										
10998	10.998	0.0	0.0	0.3998	-20.2381	794.4083	0.5501	0.866	687.938	-437.0159	-10.9083	0.5712										
10999	10.999	0.0	0.0	0.4098	-20.604	794.7889	0.5501	0.8657	688.0504	-437.2464	-11.118	0.5719										
11000	11.0	0.0	0.0	0.4215	-20.9719	795.1746	0.5502	0.8654	688.166	-437.4785	-11.3301	0.5727										
11001	11.001	0.0	0.0	0.4346	-21.3418	795.5651	0.5502	0.8652	688.2846	-437.7122	-11.5443	0.5737										
11002	11.002	0.0	0.0	0.4489	-21.7135	795.9599	0.5502	0.8649	688.4057	-437.9471	-11.7607	0.5746										
11003	11.003	0.0	0.0	0.4642	-22.0868	796.3587	0.5502	0.8646	688.529	-438.1833	-11.9787	0.5755										
11004	11.004	0.0	0.0	0.4803	-22.4617	796.761	0.5503	0.8643	688.6541	-438.4207	-12.1983	0.5764										
11005	11.005	0.0	0.0	0.4969	-22.8378	797.1664	0.5503	0.864	688.7808	-438.659	-12.419	0.5773										
11006	11.006	0.0	0.0	0.5137	-23.2151	797.5746	0.5503	0.8638	688.9088	-438.8983	-12.6405	0.5782										
11007	11.007	0.0	0.0	0.5304	-23.5931	797.9851	0.5503	0.8635	689.0378	-439.1383	-12.8624	0.5791										
11008	11.008	0.0	0.0	0.5468	-23.9717	798.3975	0.5503	0.8632	689.1676	-439.3791	-13.0842	0.5801										
11009	11.009	0.0	0.0	0.5626	-24.3506	798.8114	0.5503	0.8629	689.298	-439.6205	-13.3055	0.5811										
11010	11.01	0.0	0.0	0.5774	-24.7294	799.2265	0.5504	0.8626	689.4288	-439.8624	-13.5258	0.5824										
11011	11.011	0.0	0.0	0.5911	-25.108	799.6424	0.5504	0.8623	689.5599	-440.1047	-13.7448	0.5838										
11012	11.012	0.0	0.0	0.6035	-25.4859	800.0588	0.5504	0.8621	689.6911	-440.3473	-13.962	0.5855										
11013	11.013	0.0	0.0	0.6143	-25.8628	800.4751	0.5504	0.8618	689.8223	-440.5902	-14.177	0.5876										
11014	11.014	0.0	0.0	0.6234	-26.2386	800.8912	0.5504	0.8615	689.9534	-440.8331	-14.3894	0.5901										
11015	11.015	0.0	0.0	0.6307	-26.6127	801.3066	0.5504	0.8612	690.0843	-441.0761	-14.599	0.593										
11016	11.016	0.0	0.0	0.6361	-26.985	801.721	0.5505	0.8609	690.2148	-441.3189	-14.8055	0.5964										
11017	11.017	0.0	0.0	0.6396	-27.355	802.1339	0.5505	0.8606	690.3449	-441.5615	-15.0086	0.6003										
11018	11.018	0.0	0.0	0.6412	-27.7226	802.5451	0.5505	0.8604	690.4743	-441.8036	-15.2083	0.6047										
11019	11.019	0.0	0.0	0.641	-28.0874	802.9542	0.5505	0.8601	690.6029	-442.0452	-15.4044	0.6097										
11020	11.02	0.0	0.0	0.6391	-28.449	803.3607	0.5505	0.8598	690.7306	-442.286	-15.5969	0.6151										
11021	11.021	0.0	0.0	0.6357	-28.8073	803.7642	0.5506	0.8595	690.857	-442.5259	-15.7858	0.6209										
11022	11.022	0.0	0.0	0.631	-29.1618	804.1645	0.5506	0.8593	690.9819	-442.7647	-15.9712	0.6271										
11023	11.023	0.0	0.0	0.6252	-29.5124	804.561	0.5506	0.859	691.1051	-443.0021	-16.1533	0.6336										
11024	11.024	0.0	0.0	0.6185	-29.8588	804.9534	0.5506	0.8587	691.2261	-443.238	-16.3322	0.6403										
11025	11.025	0.0	0.0	0.6114	-30.2007	805.3412	0.5507	0.8584	691.3448	-443.4719	-16.5082	0.6471										
11026	11.026	0.0	0.0	0.604	-30.5378	805.724	0.5507	0.8582	691.4607	-443.7038	-16.6814	0.6538										
11027	11.027	0.0	0.0	0.5967	-30.8699	806.1013	0.5507	0.8579	691.5735	-443.9333	-16.8521	0.6603										
11028	11.028	0.0	0.0	0.5898	-31.1968	806.4727	0.5507	0.8577	691.6827	-444.1602	-17.0207	0.6666										
11029	11.029	0.0	0.0	0.5836	-31.5182	806.8377	0.5508	0.8574	691.788	-444.384	-17.1873	0.6725										
11030	11.03	0.0	0.0	0.5785	-31.834	807.1959	0.5508	0.8572	691.8889	-444.6046	-17.3523	0.6778										
11031	11.031	0.0	0.0	0.5747	-32.1438	807.5468	0.5508	0.8569	691.9851	-444.8215	-17.5158	0.6825										
11032	11.032	0.0	0.0	0.5724	-32.4477	807.8899	0.5509	0.8566	692.0761	-445.0346	-17.678	0.6865										
11033	11.033	0.0	0.0	0.5719	-32.7453	808.2247	0.5509	0.8564	692.1615	-445.2434	-17.8391	0.6897										
11034	11.034	0.0	0.0	0.5734	-33.0366	808.5508	0.5509	0.8562	692.2409	-445.4475	-17.9993	0.6921										
11035	11.035	0.0	0.0	0.5769	-33.3213	808.8677	0.551	0.8559	692.3139	-445.6468	-18.1586	0.6936										
11036	11.036	0.0	0.0	0.5827	-33.5995	809.1748	0.551	0.8557	692.3802	-445.8407	-18.317	0.6944										
11037	11.037	0.0	0.0	0.5908	-33.8709	809.4717	0.551	0.8554	692.4393	-446.0291	-18.4744	0.6943										
11038	11.038	0.0	0.0	0.6012	-34.1356	809.7579	0.551	0.8552	692.491	-446.2114	-18.6308	0.6935										
11039	11.039	0.0	0.0	0.6139	-34.3934	810.0328	0.5511	0.8549	692.5348	-446.3875	-18.7861	0.6921										
11040	11.04	0.0	0.0	0.6289	-34.6442	810.296	0.5511	0.8547	692.5703	-446.5569	-18.94	0.6901										
11041	11.041	0.0	0.0	0.646	-34.8882	810.547	0.5511	0.8545	692.5973	-446.7194	-19.0922	0.6878										
11042	11.042	0.0	0.0	0.6651	-35.1252	810.7851	0.5512	0.8543	692.6154	-446.8746	-19.2426	0.6852										
11043	11.043	0.0	0.0	0.6861	-35.3552	811.0099	0.5512	0.854	692.6242	-447.0221	-19.3909	0.6826										
11044	11.044	0.0	0.0	0.7089	-35.5783	811.2209	0.5512	0.8538	692.6234	-447.1618	-19.5367	0.68										
11045	11.045	0.0	0.0	0.7332	-35.7944	811.4176	0.5512	0.8536	692.6125	-447.2932	-19.6796	0.6778										
11046	11.046	0.0	0.0	0.7589	-36.0036	811.5993	0.5513	0.8534	692.5912	-447.416	-19.8195	0.676										
11047	11.047	0.0	0.0	0.7858	-36.206	811.7657	0.5513	0.8532	692.5592	-447.53	-19.9561	0.6748										
11048	11.048	0.0	0.0	0.8138	-36.4015	811.9162	0.5513	0.8529	692.5161	-447.6349	-20.0889	0.6745										
11049	11.049	0.0	0.0	0.8426	-36.5903	812.0503	0.5514	0.8527	692.4614	-447.7305	-20.2179	0.675										
11050	11.05	0.0	0.0	0.8723	-36.7723	812.1677	0.5514	0.8525	692.395	-447.8165	-20.3429	0.6765										
11051	11.051	0.0	0.0	0.9026	-36.9477	812.2678	0.5514	0.8523	692.3163	-447.8927	-20.4636	0.679										
11052	11.052	0.0	0.0	0.9336	-37.1165	812.3504	0.5514	0.8521	692.2252	-447.9588	-20.5802	0.6827										
11053	11.053	0.0	0.0	0.9651	-37.2788	812.415	0.5515	0.8519	692.1212	-448.0148	-20.6925	0.6875										
11054	11.054	0.0	0.0	0.9972	-37.4346	812.4614	0.5515	0.8517	692.0043	-448.0605	-20.8006	0.6934										
11055	11.055	0.0	0.0	1.0299	-37.5841	812.4893	0.5515	0.8515	691.8741	-448.0957	-20.9046	0.7004										
11056	11.056	0.0	0.0	1.0632	-37.7273	812.4986	0.5515	0.8514	691.7305	-448.1203	-21.0048	0.7083										
11057	11.057	0.0	0.0	1.0973	-37.8644	812.4892	0.5516	0.8512	691.5733	-448.1344	-21.1014	0.717										
11058	11.058	0.0	0.0	1.1321	-37.9954	812.461	0.5516	0.851	691.4027	-448.1379	-21.1946	0.7263										
11059	11.059	0.0	0.0	1.168	-38.1204	812.4139	0.5516	0.8508	691.2184	-448.1308	-21.2849	0.7362										
11060	11.06	0.0	0.0	1.205	-38.2396	812.3481	0.5516	0.8506	691.0207	-448.1132	-21.3726	0.7464										
11061	11.061	0.0	0.0	1.2432	-38.3531	812.2637	0.5516	0.8505	690.8097	-448.085	-21.4581	0.7567										
11062	11.062	0.0	0.0	1.2829	-38.461	812.1608	0.5517	0.8503	690.5855	-448.0465	-21.5418	0.7669										
11063	11.063	0.0	0.0	1.3241	-38.5636	812.0397	0.5517	0.8501	690.3483	-447.9977	-21.6242	0.7767										
11064	11.064	0.0	0.0	1.367	-38.6609	811.9007	0.5517	0.85	690.0985	-447.9388	-21.7056	0.7861										
11065	11.065	0.0	0.0	1.4118	-38.7532	811.744	0.5517	0.8498	689.8363	-447.8699	-21.7865	0.7949										
11066	11.066	0.0	0.0	1.4585	-38.8407	811.5699	0.5518	0.8497	689.562	-447.7912	-21.8672	0.8027										
11067	11.067	0.0	0.0	1.5071	-38.9236	811.3788	0.5518	0.8495	689.276	-447.703	-21.948	0.8096										
11068	11.068	0.0	0.0	1.5578	-39.0022	811.1709	0.5518	0.8494	688.9786	-447.6053	-22.0292	0.8154										
11069	11.069	0.0	0.0	1.6106	-39.0766	810.9466	0.5518	0.8492	688.67	-447.4984	-22.111	0.82										
11070	11.07	0.0	0.0	1.6652	-39.147	810.7062	0.5518	0.8491	688.3507	-447.3825	-22.1935	0.8234										
11071	11.071	0.0	0.0	1.7218	-39.2139	810.45	0.5519	0.8489	688.0207	-447.2576	-22.2769	0.8255										
11072	11.072	0.0	0.0	1.7801	-39.2773	810.1781	0.5519	0.8488	687.6803	-447.1241	-22.3611	0.8264										
11073	11.073	0.0	0.0	1.84	-39.3376	809.8907	0.5519	0.8487	687.3296	-446.9819	-22.4461	0.826										
11074	11.074	0.0	0.0	1.9012	-39.395	809.588	0.5519	0.8485	686.9688	-446.8313	-22.5317	0.8245										
11075	11.075	0.0	0.0	1.9635	-39.4498	809.2702	0.5519	0.8484	686.5978	-446.6723	-22.6179	0.822										
11076	11.076	0.0	0.0	2.0266	-39.5021	808.9371	0.552	0.8483	686.2166	-446.505	-22.7043	0.8186										
11077	11.077	0.0	0.0	2.0901	-39.5523	808.589	0.552	0.8482	685.8252	-446.3295	-22.7907	0.8144										
11078	11.078	0.0	0.0	2.1539	-39.6005	808.2256	0.552	0.8481	685.4234	-446.1458	-22.8768	0.8095										
11079	11.079	0.0	0.0	2.2174	-39.647	807.8471	0.552	0.8479	685.0112	-445.954	-22.9622	0.8042										
11080	11.08	0.0	0.0	2.2804	-39.6919	807.4532	0.552	0.8478	684.5883	-445.7541	-23.0467	0.7987										
11081	11.081	0.0	0.0	2.3425	-39.7356	807.044	0.5521	0.8477	684.1546	-445.5462	-23.1297	0.793										
11082	11.082	0.0	0.0	2.4035	-39.778	806.6194	0.5521	0.8476	683.71	-445.3302	-23.2111	0.7874										
11083	11.083	0.0	0.0	2.4629	-39.8196	806.1793	0.5521	0.8475	683.2543	-445.1063	-23.2904	0.782										
11084	11.084	0.0	0.0	2.5205	-39.8603	805.7237	0.5521	0.8474	682.7874	-444.8744	-23.3674	0.777										
11085	11.085	0.0	0.0	2.576	-39.9004	805.2526	0.5522	0.8473	682.3092	-444.6347	-23.4419	0.7725										
11086	11.086	0.0	0.0	2.6293	-39.9401	804.7662	0.5522	0.8472	681.8199	-444.3873	-23.5137	0.7686										
11087	11.087	0.0	0.0	2.6802	-39.9795	804.2645	0.5522	0.8471	681.3195	-444.1323	-23.5826	0.7655										
11088	11.088	0.0	0.0	2.7286	-40.0189	803.7477	0.5523	0.847	680.8081	-443.8699	-23.6485	0.7631										
11089	11.089	0.0	0.0	2.7744	-40.0583	803.2163	0.5523	0.847	680.2861	-443.6003	-23.7116	0.7616										
11090	11.09	0.0	0.0	2.8176	-40.0981	802.6704	0.5523	0.8469	679.7537	-443.3238	-23.7718	0.761										
11091	11.091	0.0	0.0	2.8583	-40.1385	802.1107	0.5523	0.8468	679.2114	-443.0406	-23.8293	0.7613										
11092	11.092	0.0	0.0	2.8965	-40.1796	801.5376	0.5524	0.8467	678.6597	-442.7511	-23.8843	0.7625										
11093	11.093	0.0	0.0	2.9325	-40.2218	800.9518	0.5524	0.8466	678.0991	-442.4556	-23.9371	0.7646										
11094	11.094	0.0	0.0	2.9662	-40.2653	800.354	0.5524	0.8465	677.5303	-442.1546	-23.988	0.7675										
11095	11.095	0.0	0.0	2.9981	-40.3104	799.7449	0.5525	0.8465	676.9539	-441.8485	-24.0375	0.7712										
11096	11.096	0.0	0.0	3.0282	-40.3574	799.1253	0.5525	0.8464	676.3706	-441.5377	-24.0859	0.7757										
11097	11.097	0.0	0.0	3.0568	-40.4068	798.4961	0.5526	0.8463	675.781	-441.2227	-24.1337	0.7808										
11098	11.098	0.0	0.0	3.0843	-40.4587	797.858	0.5526	0.8462	675.1859	-440.9039	-24.1814	0.7865										
11099	11.099	0.0	0.0	3.1107	-40.5137	797.212	0.5527	0.8462	674.5859	-440.5819	-24.2295	0.7928										
11100	11.1	0.0	0.0	3.1365	-40.5721	796.5587	0.5527	0.8461	673.9816	-440.2571	-24.2785	0.7995										
11101	11.101	0.0	0.0	3.1617	-40.6343	795.8991	0.5527	0.8461	673.3735	-439.9298	-24.3288	0.8066										
11102	11.102	0.0	0.0	3.1866	-40.7007	795.2337	0.5528	0.846	672.762	-439.6005	-24.3809	0.8141										
11103	11.103	0.0	0.0	3.2114	-40.7716	794.5633	0.5528	0.8459	672.1476	-439.2694	-24.4352	0.8218										
11104	11.104	0.0	0.0	3.2362	-40.8475	793.8882	0.5529	0.8459	671.5305	-438.937	-24.4922	0.8297										
11105	11.105	0.0	0.0	3.2611	-40.9288	793.209	0.5529	0.8458	670.9108	-438.6033	-24.552	0.8378										
11106	11.106	0.0	0.0	3.2861	-41.0157	792.526	0.553	0.8458	670.2885	-438.2686	-24.6151	0.846										
11107	11.107	0.0	0.0	3.3112	-41.1086	791.8392	0.5531	0.8457	669.6637	-437.9329	-24.6815	0.8543										
11108	11.108	0.0	0.0	3.3364	-41.2077	791.1486	0.5531	0.8457	669.036	-437.5962	-24.7514	0.8626										
11109	11.109	0.0	0.0	3.3615	-41.3133	790.4542	0.5532	0.8456	668.4052	-437.2583	-24.8249	0.8711										
11110	11.11	0.0	0.0	3.3864	-41.4256	789.7557	0.5532	0.8455	667.7709	-436.9192	-24.9018	0.8795										
11111	11.111	0.0	0.0	3.411	-41.5445	789.0525	0.5533	0.8455	667.1324	-436.5784	-24.9822	0.8881										
11112	11.112	0.0	0.0	3.4349	-41.6703	788.3442	0.5534	0.8454	666.4893	-436.2357	-25.0658	0.8967										
11113	11.113	0.0	0.0	3.458	-41.8028	787.6299	0.5534	0.8454	665.8408	-435.8906	-25.1525	0.9054										
11114	11.114	0.0	0.0	3.4799	-41.942	786.9088	0.5535	0.8453	665.1861	-435.5426	-25.2417	0.9141										
11115	11.115	0.0	0.0	3.5003	-42.0876	786.1798	0.5536	0.8453	664.5244	-435.1911	-25.3333	0.923										
11116	11.116	0.0	0.0	3.5189	-42.2396	785.442	0.5536	0.8452	663.8549	-434.8353	-25.4267	0.932										
11117	11.117	0.0	0.0	3.5353	-42.3975	784.6941	0.5537	0.8451	663.1767	-434.4746	-25.5216	0.9412										
11118	11.118	0.0	0.0	3.5493	-42.561	783.9348	0.5538	0.8451	662.4887	-434.1082	-25.6173	0.9505										
11119	11.119	0.0	0.0	3.5606	-42.7297	783.1628	0.5538	0.845	661.7901	-433.7353	-25.7135	0.9601										
11120	11.12	0.0	0.0	3.5688	-42.9031	782.3766	0.5539	0.845	661.08	-433.355	-25.8095	0.9698										
11121	11.121	0.0	0.0	3.5737	-43.0805	781.575	0.554	0.8449	660.3573	-432.9665	-25.9048	0.9798										
11122	11.122	0.0	0.0	3.5752	-43.2616	780.7563	0.554	0.8448	659.6212	-432.5688	-25.999	0.9901										
11123	11.123	0.0	0.0	3.5729	-43.4455	779.9192	0.5541	0.8448	658.8708	-432.1612	-26.0914	1.0006										
11124	11.124	0.0	0.0	3.5669	-43.6316	779.0623	0.5542	0.8447	658.105	-431.7428	-26.1817	1.0113										
11125	11.125	0.0	0.0	3.557	-43.8194	778.1841	0.5543	0.8447	657.3232	-431.3128	-26.2694	1.0223										
11126	11.126	0.0	0.0	3.5432	-44.0079	777.2834	0.5543	0.8446	656.5243	-430.8702	-26.354	1.0335										
11127	11.127	0.0	0.0	3.5256	-44.1965	776.3589	0.5544	0.8446	655.7078	-430.4145	-26.4354	1.0449										
11128	11.128	0.0	0.0	3.5042	-44.3845	775.4093	0.5545	0.8446	654.8727	-429.9448	-26.5131	1.0565										
11129	11.129	0.0	0.0	3.4792	-44.5711	774.4335	0.5545	0.8445	654.0183	-429.4606	-26.5869	1.0682										
11130	11.13	0.0	0.0	3.4509	-44.7556	773.4306	0.5546	0.8445	653.144	-428.9611	-26.6568	1.0799										
11131	11.131	0.0	0.0	3.4195	-44.9372	772.3994	0.5547	0.8444	652.2492	-428.4459	-26.7225	1.0915										
11132	11.132	0.0	0.0	3.3853	-45.1153	771.3393	0.5548	0.8444	651.3331	-427.9145	-26.7842	1.1029										
11133	11.133	0.0	0.0	3.3487	-45.289	770.2494	0.5548	0.8444	650.3955	-427.3665	-26.8417	1.1141										
11134	11.134	0.0	0.0	3.3101	-45.4577	769.129	0.5549	0.8444	649.4356	-426.8015	-26.8953	1.1249										
11135	11.135	0.0	0.0	3.27	-45.6207	767.9777	0.555	0.8444	648.4532	-426.2194	-26.945	1.1351										
11136	11.136	0.0	0.0	3.2289	-45.7773	766.7949	0.5551	0.8444	647.4479	-425.6197	-26.9911	1.1445										
11137	11.137	0.0	0.0	3.1872	-45.927	765.5804	0.5551	0.8444	646.4194	-425.0026	-27.0338	1.1531										
11138	11.138	0.0	0.0	3.1455	-46.069	764.3338	0.5552	0.8444	645.3674	-424.3678	-27.0733	1.1607										
11139	11.139	0.0	0.0	3.1043	-46.2027	763.0549	0.5553	0.8444	644.2919	-423.7153	-27.11	1.167										
11140	11.14	0.0	0.0	3.0642	-46.3277	761.7437	0.5554	0.8444	643.1928	-423.0452	-27.1442	1.1718										
11141	11.141	0.0	0.0	3.0257	-46.4434	760.4	0.5554	0.8444	642.0701	-422.3575	-27.1763	1.1752										
11142	11.142	0.0	0.0	2.9894	-46.5492	759.024	0.5555	0.8444	640.9239	-421.6523	-27.2065	1.1768										
11143	11.143	0.0	0.0	2.9557	-46.6448	757.6156	0.5556	0.8444	639.7542	-420.9298	-27.2352	1.1765										
11144	11.144	0.0	0.0	2.9253	-46.7297	756.175	0.5557	0.8445	638.5613	-420.1902	-27.2627	1.1743										
11145	11.145	0.0	0.0	2.8985	-46.8034	754.7024	0.5558	0.8445	637.3454	-419.4337	-27.2893	1.17										
11146	11.146	0.0	0.0	2.8758	-46.8658	753.1978	0.5558	0.8445	636.1068	-418.6605	-27.3153	1.1635										
11147	11.147	0.0	0.0	2.8578	-46.9164	751.6616	0.5559	0.8446	634.8458	-417.8707	-27.3409	1.1549										
11148	11.148	0.0	0.0	2.8447	-46.9551	750.0939	0.556	0.8446	633.5628	-417.0646	-27.3664	1.1442										
11149	11.149	0.0	0.0	2.8369	-46.9817	748.4949	0.5561	0.8447	632.2581	-416.2425	-27.3919	1.1313										
11150	11.15	0.0	0.0	2.8349	-46.9961	746.8648	0.5562	0.8448	630.932	-415.4045	-27.4176	1.1164										
11151	11.151	0.0	0.0	2.8388	-46.9983	745.2038	0.5563	0.8448	629.5848	-414.5509	-27.4436	1.0995										
11152	11.152	0.0	0.0	2.8491	-46.9881	743.5121	0.5564	0.8449	628.217	-413.6819	-27.4701	1.0809										
11153	11.153	0.0	0.0	2.866	-46.9658	741.7898	0.5565	0.845	626.8288	-412.7976	-27.4972	1.0606										
11154	11.154	0.0	0.0	2.8897	-46.9314	740.0373	0.5566	0.8451	625.4205	-411.8982	-27.5249	1.0388										
11155	11.155	0.0	0.0	2.9204	-46.8852	738.2546	0.5567	0.8452	623.9922	-410.9839	-27.5534	1.0158										
11156	11.156	0.0	0.0	2.9584	-46.8273	736.4419	0.5568	0.8453	622.5443	-410.0548	-27.5827	0.9918										
11157	11.157	0.0	0.0	3.0039	-46.7581	734.5994	0.5569	0.8455	621.0768	-409.1111	-27.613	0.9671										
11158	11.158	0.0	0.0	3.0569	-46.6779	732.7273	0.557	0.8456	619.59	-408.1529	-27.6443	0.9417										
11159	11.159	0.0	0.0	3.1178	-46.587	730.8258	0.5572	0.8457	618.0839	-407.1804	-27.6769	0.916										
